SubjectCode,Session,Topic,Learning-Teaching Type,LO,ITU,Student Materials,S-Download,Student's Tasks,URLs
MLN111,11,"Chương 1: Khái luận về triết học và triết học Mác-Lênin1.2. Triết học Mác-Lênin và vai trò của triết học Mác-Lênin trong đời sống xã hội1.2.1. Sự ra đời và phát triển của triết học Mác - Lênin1.2.1.c Thực chất và ý nghĩa của cuộc cách mạng trong triết học do C. Mác và Ph. Ăngghen thực hiện1.2.1.d Giai đoạn Lênin trong sư phát triển triết học MácChapter 1: An overview of philosophy, Marxism – Leninism philosophy1.2. Marxism – Leninism philosophy and the role of Marxist-Leninist philosophy in social life1.2.1. The establishment and development of Marxist-Leninist philosophy1.2.1.c The essence and significance of the revolution in philosophy carried out by K. Marx and F. Engels1.2.1.d The Leninist stage in the development of Marxist philosophy","Online, Tự học",LO1,IT,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 48 đến trang 95Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead Marxism – Leninism philosophy textbook from page 48 to 95 (2021) in advanceReference documents in English available at: http://www.marxists.org/xlang/index.htm link,,Review Chapter 1,
MLN111,12,Ôn tập định nghĩa vật chấtReview the definition of matter.,"Online, Tự học","LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 95 đến trang 149Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead Marxism – Leninism philosophy textbook from page 95 to 149 (2021) in advanceReference documents in English available at: http://www.marxists.org/xlang/index.htm link,,Review Chapter 2,
MLN111,13,Ôn tập phương thức tồn tại và hình thức tồn tại của vật chấtReviewing the modes of existence and forms of existence of matter.,"Online, Tự học","LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 95 đến trang 149Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead Marxism – Leninism philosophy textbook from  page 95 to 149 (2021) in advanceReference documents in English available at: http://www.marxists.org/xlang/index.htm link,,Review Chapter 2,
MLN111,14,"Ôn tập nguồn gốc bản chất, kết cấu của ý thức. Mối quan hệ giữa vật chất và ý thứcReview the origins, structure of consciousness, and the relationship between matter and consciousness","Online, Tự học","LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 149 đến trang 189Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 149 to page 189Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2,
MLN111,15,Ôn tập hai loại hình biện chứng và phép biện chứng duy vậtReview the two types of dialectics and the dialectical materialist method.,"Online, Tự học","LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 149 đến trang 189Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 149 to page 189Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2,
MLN111,16,Chương 2: Chủ nghĩa duy vật biện chứng2.2. Phép biện chứng duy vật2.2.2. Nội dung của phép biện chứng duy vậtHai nguyên lý của phép biện chứng duy vật(Presentation)Chapter 2: Dialectical materialism2.2. Materialistic dialectics2.2.2. The content of the materialist dialecticThe two principles of the materialist dialectic(Presentation),Offline,"LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 189 đến trang 203Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 189 to page 203Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2-2,
MLN111,17,Chương 2: Chủ nghĩa duy vật biện chứng2.2. Phép biện chứng duy vật2.2.2. Nội dung của phép biện chứng duy vậtCác cặp phạm trù cơ bản của phép biện chứng duy vật(Presentation)Chapter 2: Dialectical materialism2.2. Materialistic dialectics2.2.2. The content of the materialist dialecticThe two principles of the materialist dialectic(Presentation),Offline,"LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 203 đến trang 234Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 203 to page 234Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2-2,
MLN111,18,Chương 2: Chủ nghĩa duy vật biện chứngII. Phép biện chứng duy vật2. Nội dung của phép biện chứng duy vậtCác cặp phạm trù cơ bản của phép biện chứng duy vật(Presentation)Chapter 2: Dialectical materialismII. Materialistic dialectics2. The content of the materialist dialecticThe two principles of the materialist dialectic(Presentation),Offline,"LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 203 đến trang 234Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 203 to page 234Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2-2,
MLN111,19,Chương 2: Chủ nghĩa duy vật biện chứng2.2. Phép biện chứng duy vật2.2.2. Nội dung của phép biện chứng duy vậtCác cặp phạm trù cơ bản của phép biện chứng duy vật(Presentation)Chapter 2: Dialectical materialism2.2. Materialistic dialectics2.2.2. The content of the materialist dialecticThe two principles of the materialist dialectic(Presentation),Offline,"LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 203 đến trang 234Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 203 to page 234Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2-2,
MLN111,20,Chương 2: Chủ nghĩa duy vật biện chứng2.2. Phép biện chứng duy vật2.2.2. Nội dung của phép biện chứng duy vậtCác quy luật cơ bản của phép biện chứng duy vật(Presentation)Chapter 2: Dialectical materialism2.2. Materialistic dialectics2.2.2. The content of the materialist dialecticBasic laws of materialistic dialectics(Presentation),Offline,"LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 234 đến trang 257Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 234 to page 257Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2-2,
MLN111,21,Chương 2: Chủ nghĩa duy vật biện chứng2.2. Phép biện chứng duy vật2.2.2. Nội dung của phép biện chứng duy vậtCác quy luật cơ bản của phép biện chứng duy vật(Presentation)Chapter 2: Dialectical materialism2.2. Materialistic dialectics2.2.2. The content of the materialist dialecticBasic laws of materialistic dialectics(Presentation),Offline,"LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 234 đến trang 257Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 234 to page 257Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2-2,
MLN111,22,Chương 2: Chủ nghĩa duy vật biện chứng2.3. Lý luận nhận thức2.3.1. Quan niệm về nhận thức trong lịch sử triết học(Presentation)Chapter 2: Dialectical materialism2.3. Cognition theory(Presentation)2.31. Concept of perception in the history of philosophy(Presentation),Offline,"LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 257 đến trang 262Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance  the Marxist-Leninist philosophy textbook (2021) from page 257 to page 262Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2-3,
MLN111,23,Chương 2: Chủ nghĩa duy vật biện chứng2.3. Lý luận nhận thức2.3.2. Lý luận nhận thức duy vật biện chứng(Presentation)Chapter 2: Dialectical materialism2.3. Cognition theory2.3.2. Theory of perception of dialectical materialism(Presentation),Offline,"LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 262 đến trang 283Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 262 to page 283Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2-3,
MLN111,24,Review Chapters 1&2Progress Test 1,Offline,"LO1, LO2, LO4, LO5, LO6, LO7, LO8",IT,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 257 đến trang 283Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 12 to page 283Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapters 1&2,
MLN111,25,Ôn tập nội dung các cặp phạm trù cơ bản của phép biện chứng duy vậtReview the content of the basic pairs of categories of dialectical materialist dialectics,"Online, Tự học","LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 189 đến trang 234Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance  the textbook of Marxist-Leninist philosophy (2021) from page 189 to page 234Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2,
MLN111,26,Ôn tập nội dung các cặp phạm trù cơ bản của phép biện chứng duy vậtReview the content of the basic pairs of categories of dialectical materialist dialectics,"Online, Tự học","LO2, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 189 đến trang 234Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 189 to page 234Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2,
MLN111,27,Ôn tập nội dung các quy luật cơ bản của phép biện chứng duy vậtReview the content of the basic laws of dialectical materialist dialectics,"Online, Tự học","LO2, LO4, LO5, LO6, LO7, LO8",ITU,"Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 203 đến trang 257Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 203 to page 257Reference documents in English at: http://www.marxists.org/xlang/index.htm""",,Review Chapter 2,
MLN111,28,Ôn tập nội dung các quy luật cơ bản của phép biện chứng duy vậtReview the content of the basic laws of dialectical materialist dialectics,"Online, Tự học","LO2, LO4, LO5, LO6, LO7, LO8",ITU,"Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 203 đến trang 257Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 203 to page 257Reference documents in English at: http://www.marxists.org/xlang/index.htm""",,Review Chapter 2,
MLN111,29,Ôn tập quan niệm về nhận thức trong lịch sử triết họcReview the concept of cognition throughout the history of philosophy,"Online, Tự học",,,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 257 đến trang 283Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 257 to page 283Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2,
MLN111,30,Ôn tập lý luận nhận thức duy vật biện chứngReview the theory of dialectical materialist cognition,"Online, Tự học",,,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 257 đến trang 283Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in the textbook of Marxist-Leninist philosophy (2021) from page 257 to page 283Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 2,
MLN111,31,Chương 3: Chủ nghĩa duy vật lịch sử3.1. Học thuyết hình thái kinh tế-xã hội3.1.1. Sản xuất vật chất là cơ sở của sự tồn tại và phát triển xã hội3.1.2. Biện chứng giữa lực lượng sản xuất và quan hệ sản xuất(Presentation)Chapter 3: Historical materialismThe theory of socio-economic forms3.1. The theory of socio-economic morphology3.1.1. Material production is the basis of social existence and development3.1.2. Dialectics between productive forces and production relations(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 287 đến trang 305Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance  the textbook of Marxist-Leninist philosophy (2021) from page 287 to page 305Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-1,
MLN111,32,Chương 3: Chủ nghĩa duy vật lịch sử3.1. Học thuyết hình thái kinh tế-xã hội3.1.3. Biện chứng giữa cơ sở hạ tầng và kiến trúc thượng tầng của xã hội(Presentation)Chapter 3: Historical materialismThe theory of socio-economic forms3.1. The theory of socio-economic morphology3.1.3. Dialectic between infrastructure and superstructure of society(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 305 đến trang 316Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead the textbook of Marxist-Leninist philosophy (2021) from page 305 to page 316Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-1,
MLN111,33,Chương 3: Chủ nghĩa duy vật lịch sử3.1. Học thuyết hình thái kinh tế-xã hội3.1.4. Sự phát triển của các hình thái kinh tế - xã hội là một quá trình lịch sử - tự nhiên(Presentation)Chapter 3: Historical materialismThe theory of socio-economic forms3.1. The theory of socio-economic morphology3.1.4. The development of socio-economic forms is a natural-historical process(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 317 đến trang 329Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 317 to page 329Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-1,
MLN111,34,Chương 3: Chủ nghĩa duy vật lịch sử3.2. Giai cấp và dân tộc3.2.1. Giai cấp và đấu tranh giai cấp(Presentation)Chapter 3: Historical materialism3.2. Class and peoples3.2.1. Class and class struggle(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 329 đến trang 362Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 329 to page 362Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-2,
MLN111,35,Chương 3: Chủ nghĩa duy vật lịch sử3.2. Giai cấp và dân tộc3.2.1. Giai cấp và đấu tranh giai cấp(Presentation)Chapter 3: Historical materialism3.2. Class and peoples3.2.1. Class and class struggle(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 329 đến trang 362Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 329 to page 362Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-2,
MLN111,36,Chương 3: Chủ nghĩa duy vật lịch sử3.2. Giai cấp và dân tộc3.2.2. Dân tộc(Presentation)Chapter 3: Historical materialism3.2. Class and peoples3.2.2. Ethnicity(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 362 đến trang 374Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 362 to page 374Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-2,
MLN111,37,Chương 3: Chủ nghĩa duy vật lịch sử3.2. Giai cấp và dân tộc3.2.3. Mối quan hệ giai cấp - dân tộc - nhân loại(Presentation)Chapter 3: Historical materialism3.2. Class and peoples3.2.3. Class-ethnic-human relations(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 374 đến trang 384Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 374 to page 384Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-2,
MLN111,38,Chương 3: Chủ nghĩa duy vật lịch sử3.3. Nhà nước và cách mạng xã hội3.3.1. Nhà nước(Presentation)Chapter 3: Historical materialism3.3. State and social revolution3.3.1. The State(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 384 đến trang 404Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 384 to page 404Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-3,
MLN111,39,Chương 3: Chủ nghĩa duy vật lịch sử3.3. Nhà nước và cách mạng xã hội3.3.2. Cách mạng xã hội(Presentation)Chapter 3: Historical materialism3.3. State and social revolution3.3.2. Social revolution(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 404 đến trang 419Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance  the textbook of Marxist-Leninist philosophy (2021) from page 404 to page 419Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-3,
MLN111,40,Ôn tập nội dung về sản xuất vật chất và mối quan hệ biện chứng giữa lực lượng sản xuất và quan hệ sản xuấtReview the content on material production and the dialectical relationship between the forces of production and the relations of production,"Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,"Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 287 đến trang 329Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance  the textbook of Marxist-Leninist philosophy (2021) from page 287 to page 329Reference documents in English at: http://www.marxists.org/xlang/index.htm""",,Review Chapter 3,
MLN111,41,"Ôn tập nội dung  về ""biện chứng giữa cơ sở hạ tầng và kiến trúc thượng tầng"" và ""sự phát triển hình thái kinh tế - xã hội là một quá trình lịch sử tự nhiên""Review the content on the dialectics between the economic base and the superstructure"" and ""the development of the socio-economic formations as a natural historical process","Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,"Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 287 đến trang 329Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 287 to page 329Reference documents in English at: http://www.marxists.org/xlang/index.htm""",,Review Chapter 3,
MLN111,42,Ôn tập nội dung về giai cấp và đấu tranh giai cấpReviewi the content on classes and class struggle,"Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,"Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 329 đến trang 374Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 329 to page 362Reference documents in English at: http://www.marxists.org/xlang/index.htm""",,Review Chapter 3,
MLN111,43,Ôn tập nội dung về dân tộcReviewing the content on nationality or ethnicity.,"Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,"Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 329 đến trang 374Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 329 to page 362Reference documents in English at: http://www.marxists.org/xlang/index.htm""",,Review Chapter 3,
MLN111,44,"Ôn tập về mối quan hệ giữa giai cấp - dân tộc và nhân loạiReview the relationship between class, nation, and humanity","Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 374 đến trang 419Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 374 to page 419Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3,
MLN111,45,Ôn tập về nhà nước và cách mạng xã hộiReview the content on the state and social revolution,"Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 374 đến trang 419Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance  the textbook of Marxist-Leninist philosophy (2021) from page 374 to page 419Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3,
MLN111,46,Chương 3: Chủ nghĩa duy vật lịch sử3.4. Ý thức xã hội(Presentation)Chapter 3: Historical materialism3.4. Social Consciousness(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 419 đến trang 447Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance  the textbook of Marxist-Leninist philosophy (2021) from page 419 to page 447Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-4,
MLN111,47,Chương 3: Chủ nghĩa duy vật lịch sử3.4. Ý thức xã hội(Presentation)Chapter 3: Historical materialism3.4. Social Consciousness(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 419 đến trang 447Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 419 to page 447Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-4,
MLN111,48,Chương 3: Chủ nghĩa duy vật lịch sử3.4. Ý thức xã hội(Presentation)Chapter 3: Historical materialism3.4. Social Consciousness(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 419 đến trang 447Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 419 to page 447Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-4,
MLN111,49,"Review Chapters 3-1, 3-2, 3-3, 3-4Progress Test 2",Offline,"LO3, LO4, LO5, LO6, LO7, LO8",IT,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 287 đến trang 447Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance  the textbook of Marxist-Leninist philosophy (2021) from page 287 to page 447Reference documents in English at: http://www.marxists.org/xlang/index.htm,,"Review Chapters 3-1, 3-2, 3-3, 3-4",
MLN111,50,Chương 3: Chủ nghĩa duy vật lịch sử3.5. Triết học về con người3.5.1. Con người và bản chất con người(Presentation)Chapter 3: Historical materialism3.5. Philosophical theory of humans3.5.1. Humans and human nature(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 447 đến trang 457Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead the textbook of Marxist-Leninist philosophy (2021) from page 447 to page 457Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-5,
MLN111,51,Chương 3: Chủ nghĩa duy vật lịch sử3.5. Triết học về con người3.5.2. Hiện tượng tha hóa con người và vấn đề giải phóng con người(Presentation)Chapter 3: Historical materialism3.5. Philosophical theory of humans3.5.2. The phenomenon of human alienation and the problem of human liberation(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 457 đến trang 464Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance textbook of Marxist-Leninist philosophy (2021) from page 457 to page 464Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-5,
MLN111,52,"Chương 3: Chủ nghĩa duy vật lịch sử3.5. Triết học về con người3.5.3. Quan điểm của triết học Mác - Lênin về quan hệ cá nhân và xã hội, về vai trò của quần chúng nhân dân và lãnh tụ trong lịch sử(Presentation)Chapter 3: Historical materialism3.5. Philosophical theory of humans3.5.3. Marxist-Leninist philosophy on personal and social relations, on the role of the masses and leaders in history(Presentation)",Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 465 đến trang 477Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 465 to page 477Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-5,
MLN111,53,Chương 3: Chủ nghĩa duy vật lịch sử3.5. Triết học về con người3.5.4. Vấn đề con người trong sự nghiệp cách mạng ở Việt Nam(Presentation)Chapter 3: Historical materialism3.5. Philosophical theory of humans3.5.4. Human issues in the revolutionary cause in Vietnam(Presentation),Offline,"LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 478 đến trang 489Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead  the textbook of Marxist-Leninist philosophy (2021) from page 478 to page 489Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3-5,
MLN111,54,"Review Chapters 1,2&3",Offline,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8",IT,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 12 đến trang 489Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 12 to page 489Reference documents in English at: http://www.marxists.org/xlang/index.htm,,"Review Chapter 1,2&3",
MLN111,55,Ôn tập về ý thức xã hộiReviewing the content on social consciousness.,"Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 419 đến trang 447Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 419 to page 447Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3,
MLN111,56,Ôn tập về ý thức xã hộiReviewing the content on social consciousness.,"Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước giáo trình triết học Mác - Lênin (2021) từ trang 419 đến trang 447Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 419 to page 447Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3,
MLN111,57,Ôn tập về Con người và bản chất con ngườiReviewing the content on human beings and the essence of humanity,"Online, Tự học","LO3, LO4, LO5, LO6, LO7, LO8",ITU,Đọc trước  giáo trình triết học Mác - Lênin (2021) từ trang 287 đến trang 464Tham khảo tài liệu tiếng Anh tại: http://www.marxists.org/xlang/index.htmRead in advance the textbook of Marxist-Leninist philosophy (2021) from page 287 to page 464Reference documents in English at: http://www.marxists.org/xlang/index.htm,,Review Chapter 3,
