SubjectCode,Session No,Name,Details
SSG104,33,CQ11.4,"What is persuasion? Find an example that demonstrates persuasiveness in communication (text, video, etc.)"
SSG104,33,CQ11.5,What factors make a highly persuasive presentation?
SSG104,34,CQ12.1,What should be included in an elevator speech? Create an elevator speech and share it with your classmates (topic given by lecturer).
SSG104,35,CQ12.2,"What is your feedback for the persuasive presentation of other group? What did they do well? What should they improve? What do you like, what's not?"
SSG104,36,CQ12.3,"What is your feedback for the persuasive presentation of other group? What did they do well? What should they improve? What do you like, what's not?"
SSG104,37,CQ13.1,How to conduct an effective meeting?
SSG104,37,CQ13.2,"What are disruptive behaviors that could happen in group meetings? If you are the chairperson, how would you accommodate and coordinate such disruptive behaviors?"
SSG104,39,CQ13.3,What should be considered in process of revision?
SSG104,40,CQ14.1,How to write an effective email? Find an example of an e-mail that you wish you had never sent or received. Rewrite it to eliminate the characteristics that you find problematic. Share it with your classmates.
SSG104,40,CQ14.2,What are the differences between memos and letters? In which situations they should be used?
SSG104,41,CQ14.3,How does an effective memo look like? Give an example.
SSG104,41,CQ14.4,What are the fifteen parts of a standard business letter? Create a draft letter introducing a product or service to a new client. Post and share with classmates.
SSG104,42,CQ14.5,What are the main parts of a report? What are the different types of reports?
SSG104,43,CQ15.1,How do you plan for your report writing? Make an outline for your report and write the abstract/summary/introduction.
SSG104,45,CQ15.3,How many stages are there in a person's career development? Which stage of career development do you feel you are in currently?
SSG104,45,CQ15.4,"Have you ever experienced any kind of work (part-time, full-time, internship, volunteer,...)? What did you gain from such experiences? In case you have not experienced any kind of work, which kind of job would you like to take while you are in college? Why?"
SSG104,45,CQ15.5,"In your opinion, how do you prepare yourself for a career while you are in college?"
SSG104,45,CQ15.6,How could you evaluate where you are and where you want to be in your career/careers? Describe 4 cyclical steps of Career Roadmap identified from DePaul University.
SSG104,45,CQ15.7,What PDCA  (plan–do–check–act) strategy for carrying out change is? How to apply it to evaluate where you are in the career-development process?
SSG104,46,CQ16.1,What is your ideal job? What makes you a great fit for this ideal job?  Identify the top three reasons why you are a great fit for that job.
SSG104,46,CQ16.2,Find a successful résumés in your major. What could you learn and appy from that sample?
SSG104,46,CQ16.3,What are the elements of a successful résumé? What should we avoid when creating a résumé?
SSG104,47,CQ16.4,What are the purpose and contents of a cover letter? What should a cover letter achieve?
SSG104,48,CQ16.5,What are some résumé writing and cover letter resources that students can refer to? Give description for each resource.
SSG104,49,CQ17.1,What are the common job interview types? Which appropriate interview techniques can you apply for each?
SSG104,49,CQ17.2,Find 3 favorite companies that are recruiting your ideal job. What are the common points of recruitment process from these companies? How is importance of the job interview in this process?
SSG104,49,CQ17.3,How many steps of job interview process can you identify?
SSG104,50,CQ17.4,How many types of job interview questions can you identify? How to answer them?
SSG104,50,CQ17.5,"In your opinion, how could you prepare yourself effectively for a job interview?"
SSG104,50,CQ17.6,"In your opinion, how to be successful in job interview? Find some tips for succeeding in job interview from your senior in your field, prefered alumni of FPTU and share it with your classmates."
SSG104,51,CQ17.7,"What is your feedback for the job interview of other group? What did they do well? What should they improve? What do you like, what's not?"
EXE101,1,HCM1.1,What are your first few thoughts on entrepreneurship?
EXE101,1,HCM1.2,Why is entrepreneurship important for our economy?
EXE101,1,HCM1.3,"From your experience, your network, your known startup, why did the founder start his/her company?"
EXE101,1,HCM1.4,What makes a successful entrepreneur?
EXE101,2,HCM2.1,Should I work first or just start a company?
EXE101,2,HCM2.2,Why did you choose your team members? Any criteria? How do you structure team and divide the work within your team?
EXE101,2,HCM2.3,Which factors will decide the success of a startup? Please list out 3 factors
EXE101,2,HCM2.4,Why does your idea need to be 10x?
EXE101,3,HCM3.1,What are the similarities between a startup and an SME?
EXE101,3,HCM3.2,What are the key differences between a startup and an SME?
EXE101,3,HCM3.3,Why customer interviews questions is different from a research paper interview questions?
EXE101,3,HCM3.4,Do you prefer a small market or a big market? Why?
EXE101,4,HCM4.1,What is a product-market fit?
EXE101,4,HCM4.2,Why should you go for a mini-launch rather than a big launch?
EXE101,4,HCM4.3,How will you compete with other startups?
EXE101,4,HCM4.4,How will you compete with large companies?
EXE101,5,HCM5.1,What are your defend strategies after launched?
EXE101,5,HCM5.2,What is a business model?
EXE101,5,HCM5.3,What are sources of revenue?
EXE101,5,HCM5.4,What are the key cost drivers?
EXE101,6,HCM6.1,How long should a round of funding last?
EXE101,6,HCM6.2,When is a good time to raise money?
EXE101,6,HCM6.3,Why lean startup?
EXE101,6,HCM6.4,How should you start the pitch?
EXE101,7,HCM7.1,Why are losing money startups valued highly?
EXE101,7,HCM7.2,Should startups pay dividends?
EXE101,7,HCM7.3,What is the difference between a model and a real thing?
EXE101,7,HCM7.4,When is the best time and worst time to raise money?
MLN111,1,CQ1.1,Anh (chị) hãy cho biết Triết học và triết lý có liên quan đến nhau như thế nào? Liệu có thể thực hiện triết lý mà không cần triết học? Anh (chị) hiểu như thế nào về nhận định trên? Triết học ảnh hưởng như thế nào đến cuộc sống của chúng ta?
MLN111,1,CQ1.2,Triết học không treo lơ lững ở ngoài thế giới
MLN111,2,CQ1.3,Vì sao nói: Triết học là hạt nhân của thế giới quan?
MLN111,2,CQ1.4,"Người ta tin rằng triết học bắt nguồn từ nhu cầu tìm hiểu về thế giới và về bản thân con người. Tuy nhiên, nguồn gốc cụ thể của triết học là gì? Vì sao triết học lại xuất hiện và phát triển trong lịch sử nhân loại?"
MLN111,3,CQ1.5,Tại sao Lênin coi quan điểm vật chất là quan trọng đối với triết học Mác - Lênin? Quan điểm vật chất của Lênin khác với các quan điểm khác trong triết học như thế nào?
MLN111,3,CQ1.6,"Phép biện chứng của C. Mác có còn áp dụng được trong thời đại hiện nay không? Nếu có, nó có thể giúp ta hiểu và giải quyết những vấn đề gì trong thế giới đương đại?"
MLN111,4,CQ2.1,"Những tác động của triết học Phương Tây, như triết học cổ điển Hy Lạp và triết học thời kỳ Khai sáng, đã ảnh hưởng như thế nào đến sự ra đời của triết học Mác?"
MLN111,4,CQ2.2,"Những bất cập và phiền muộn trong xã hội thế kỷ 19, như sự bất công, bất bình đẳng và khổ hạnh của giai cấp lao động, đã ảnh hưởng như thế nào đến sự ra đời của triết học Mác?"
MLN111,5,CQ2.3,"Vật chất có liên quan đến khái niệm về sự biến đổi, thay đổi hay sự chuyển hoá không? Nếu có, thì những quá trình này đóng góp gì vào vai trò của vật chất?"
MLN111,5,CQ2.4,"Theo định nghĩa trên, vật chất tồn tại độc lập với cảm giác của con người. Vậy vật chất có thể có một thế giới tồn tại hoàn toàn độc lập với con người không?"
MLN111,6,CQ2.5,"Chủ nghĩa duy vật biện chứng cho rằng không gian và thời gian là những hình thức tồn tại của vật chất. Vậy, liệu chúng có tồn tại độc lập với vật chất không?"
MLN111,6,CQ2.6,Tại sao Lênin được coi là một trong những nhân vật quan trọng trong lịch sử triết học Mác - Lênin?
MLN111,7,CQ3.1,Một người theo chủ nghĩa duy tâm và một người theo chủ nghĩa duy vật gặp nhau và tranh luận về phạm trù vật chất. Họ sẽ có những quan điểm khác nhau như thế nào?
MLN111,7,CQ3.2,"Ý thức có phải là thứ duy nhất tạo nên bản chất của con người không? Hay nó chỉ là một khía cạnh của bản chất của con người? Nếu ý thức không là thứ duy nhất tạo nên bản chất của con người, thì những yếu tố khác nào còn đóng góp vào bản chất của con người?"
MLN111,8,CQ3.3,"Triết học Mác-Lênin cho rằng vật chất là cơ sở của sự phát triển và tồn tại của thế giới. Tuy nhiên, ý thức cũng đóng vai trò quan trọng trong quá trình này. Làm thế nào để giải thích được sự tương tác giữa vật chất và ý thức trong triết học Mác-Lênin?"
MLN111,8,CQ3.4,"Nếu ý thức là sản phẩm của bộ óc người, thì liệu các quá trình tư duy và nhận thức có thể được giải thích bằng các quá trình sinh học và hóa học trong bộ não không?"
MLN111,16,CQ 4.1,Từ những dữ liệu có trong câu tục ngữ sau: Chuồn chuồn bay thấp thì mưa
MLN111,16,CQ 4.2,"Anh (chị) đã từng nghe đến: quá trình đồng hóa và dị hóa trong cơ thể người"" hay ""quá trình hô hấp và quang hợp ở thực vật"" ở môn sinh học. Theo đó"
MLN111,17,CQ 4.3,"Theo anh (chị), có phải trong thế giới động vật thì tất cả động vật đều hấp thụ khí O2 và nhả khí CO2 để phát triển, trưởng thành không? Sự phát triển của các loài động vật có phải là do một thần linh, thượng đế quyết định hay do chính bản thân của các loại động vật vận động và phát triển? Từ ví dụ trên, bạn hãy cho biết mối liên hệ phổ biến là gì? Có bao nhiêu quan điểm về mối liên hệ phổ biến?"
MLN111,17,CQ 4.4,"- Bài hát Nhật ký của mẹ"" do  nhạc sĩ Nguyễn Văn Chung sáng tác. Nội dung bài hát miêu tả về tình cảm của cha mẹ dành cho đứa con của mình"
MLN111,17,CQ 4.5,"- Hiện nay một ứng dụng AI đang làm sốt"" trên mạng"
MLN111,17,CQ 4.6,"Căn cứ vào nội dung 2 nguyên lý về mối liên hệ phổ biến và nguyên lý về sự phát triển, anh (chị) hãy phân tích câu nói sau của Ănnghen: “Phép biện chứng là môn khoa học về những quy luật phổ biến của sự vận động và phát triển của tự nhiên, của xã hội loài người và của tư duy”. Tại sao nói sự vận động và phát triển diễn ra trong tự nhiên, xã hội và tư duy? Cho ví dụ minh họa để chứng minh vấn đề trên."
MLN111,18,CQ 5.1,"Ví dụ: Anh Nguyễn Văn A và Chị Nguyễn Thị B là thành viên của một lớp Triết học, Anh A đến từ Hà Nội và Chị B đến từ TP. Hồ Chí Minh. Căn cứ vào mối quan hệ biện chứng giữa cái chung và cái riêng, các bạn hãy cho biết đặc điểm nào là cái chung, đặc điểm nào là cái riêng, và cái đơn nhất được biểu hiện ra sao? Từ đó hãy đưa ra khái niệm về cái chung, cái riêng, cái đơn nhất."
MLN111,18,CQ 5.2,"Bạn Nguyễn Văn A có slot học sớm lúc 7 giờ 00 phút. Vì mãi mê chơi game nên bạn A đã ngủ muộn và quên để ý đến đặt đồng hồ báo thức. Thế nên hôm sau bạn A đến lớp MLN111 muộn 30 phút và bị giảng viên đánh vắng học buổi đó. Số buổi vắng của bạn A đã vượt quá quy định của môn học, vì vậy bạn A không đủ điều kiện thi, và buộc phải học lại môn MLN111 ở học kỳ tiếp theo. Với ví dụ như trên, anh (chị) hãy chỉ ra đâu là nguyên nhân, đâu là kết quả. Và lý giải rằng cùng một nguyên nhân có thể gây ra nhiều kết quả khác nhau là như thế nào?"
MLN111,18,CQ 5.3,"Tác phẩm Tuyên ngôn của Đảng Cộng sản được viết bởi C.Mác và Ph.Ăngghen, ngoài phần lợi tựa thi tác phẩm này được trình bày trong 04 chương đề cập đến Tư sản và vô sản; Những người vô sản và những người cộng sản; Văn học xã hội chủ nghĩa và cộng sản chủ nghĩa; Thái độ của những người cộng sản đối với các đảng đối lập. Với cách thức trình bày bên ngoài: kiểu chữ, cỡ chữ, bìa tác phẩm, trình bày bên trong: các nội dung của 4 chương. Lấy tác phẩm Tuyên ngôn của Đảng Cộng sản, anh (chị) hãy cho biết đâu là nội dung, đâu là hình thức? Từ đó đưa ra định nghĩa về nội dung, hình thức? Và anh (chị) hãy cho biết tại sao chúng ta cần nghiên cứu cặp phạm trù nội dung và hình thức?"
MLN111,18,CQ 5.4,Tục ngữ có câu: Cơn đằng Đông vừa trông vừa chạy
MLN111,20,CQ 5.5,"Trong hoạt động kinh tế thì sản xuất và tiêu dùng sẽ phát triển theo những chiều hướng trái ngược nhau. Sản xuất là việc tạo ra của cải vật chất, sản phẩm để có thể đáp ứng được nhu cầu của người tiêu dùng. Còn tiêu dùng là mục đích cuối cùng của hoạt động sản xuất, tất cả những sản phẩm được sản xuất ra đều cần có người tiêu dùng. Anh (chị) hãy chỉ ra các mặt đối lập, mâu thuẫn và các mặt thống nhất - đấu tranh của vấn đề trong ví dụ trên? Bên cạnh đó, theo anh (chị) việc nghiên cứu mối quan hệ giữa hoạt động sản xuất và tiêu dùng nhằm mục đích gì?"
MLN111,20,CQ 5.6,"Ví dụ: Để trở thành một sinh viên đại học, anh (chị) phải trải qua các quá trình ở các cấp học: Cấp 1, cấp 2, và cấp 3. Để lên được cấp 2, các bạn phải trải qua kỳ thi đánh giá năng lực đầu vào lớp 6; tương tự vậy các em học sinh lớp 9 phải trải qua kỳ thi đánh giá năng lực để vào lớp 10... Từ ví dụ trên, các bạn hãy chỉ ra đâu là: chất, lượng, độ, điểm nút, bước nhảy. Và làm thế nào để nhận biết các yếu tố đó? Chúng ta nghiên cứu các yếu tố đó nhằm mục đích gì?"
MLN111,21,CQ 6.1,"Quan sát trong tự nhiên các bạn sẽ thấy Vòng đời của một con tằm: Trứng - Tằm - Nhộng - Ngài - Trứng. Đây được xem là quy luật phủ định của phủ định trong vòng đời của một con tằm. Với ví dụ như thế và căn cứ vào nội dung giáo trình, anh (chị) hãy cho biết thế nào là phủ định của phủ định? Vòng đời của một con tằm là phủ định kế thừa hay phủ định biện chứng? Làm thế nào để phân biệt phủ định kế thừa hay phủ định biện chứng?"
MLN111,21,CQ 6.2,"C.Mác đã viết: “Khuyết điểm chủ yếu của toàn bộ chủ nghĩa duy vật từ trước đến nay - kể cả chủ nghĩa duy vật của Phoi-ơ-bắc - là sự vật, hiện thực, cái cảm giác được, chỉ được nhận thức dưới hình thức khách thể hay hình thức trực quan, chứ không được nhận thức là hoạt động cảm giác của con người, là thực tiễn, không được nhận thức về mặt chủ quan”. Căn cứ vào câu nói trên của C.Mác các bạn hãy chỉ ra: - Thế nào là nhận thức? - Có những quan điểm nào về lý luận nhận thức? - Các nguyên tắc xây dựng lý luận nhận thức của chủ nghĩa duy vật biện chứng được biểu hiện ra sao? - C.Mác đã chỉ ra những khuyết điểm nào?"
MLN111,21,CQ 6.3,"Ví dụ về khi nghiên cứu về cấu trúc tinh thể, công thức hóa học và các thuộc tính của muối ăn. Chúng ta thấy rằng, khi muối ăn tác động vào các cơ quan cảm giác, mắt, giúp chúng ta biết muối màu trắng, dạng tinh thể, mũi cho biết muối không có mùi, lưỡi cho chúng ta biết muối có vị mặn. Căn cứ vào ví dụ trên, anh (chị) hãy cho biết thế nào là nhận thức, và để nhận thức được các thuộc tính của muối thì cần phải trải qua các giai đoạn nào?"
MLN111,22,CQ 6.4,"Hiện nay, trong hoạt động sản xuất nông nghiệp. Người nông dân đã biết sử dùng máy gặt đặp liên hợp để thu hoạch lúa trên đồng thay cho việc dùng tay cắt lúa. Đây được xem là hoạt động thực tiễn của con người khi áp dụng khoa học kỹ thuật vào sản xuất nông nghiệp. Căn cứ vào lý luận về thực tiễn trong giáo trình, cùng với ví dụ trên, anh (chị) hãy cho biết thực tiễn là gì? Và đâu là thực tiễn trong hoạt động sản xuất vật chất? Đâu là hoạt động trong thực nghiệm khoa học?"
MLN111,22,CQ 6.5,"Tục ngữ có câu: cá không ăn muối cá ươn con cãi cha mẹ trăm đường con hư"". Căn cứ vào câu tục ngữ này và kiến thức về chân lý"
MLN111,23,CQ 6.6,"Theo anh (chị), tại sao con người cần phải tiến hành những hoạt động thực tiễn? Và chân lý có vai trò như thế nào đối với hoạt động thực tiễn của con người?"
MLN111,31,CQ7.1,"Dat Bike là một công ty chuyên xe máy điện được sáng lập bởi Kỹ sư  - Nguyễn Bá Cảnh Sơn và đem lại những lợi ích nhất định trong phương cách di chuyển đi lại của người dân, và ngày càng khẳng định được thương hiệu sau chương trình gọi vốn Shark Tank Vietnam"". Vậy theo anh (chị) quá trình xây dựng đầu tư phát triển trên có phải là sản xuất xã hội hay không? Đưa ra dẫn chứng cụ thể để làm rõ vấn đề."""
MLN111,31,CQ7.2,ChatGPT là một mô hình ngôn ngữ lớn được đào tạo bởi OpenAI và được thiết kế để trả lời các câu hỏi và thực hiện các tác vụ trong nhiều lĩnh vực khác nhau. Vậy theo anh (chị) các yếu tố công nghệ như ChatGPT có làm thay đổi khả năng nâng cao lực lượng sản xuất hiện đại hay không? Đưa ra dẫn chứng cụ thể để làm rõ vấn đề.
MLN111,32,CQ7.3,"Trong tác phẩm Robinson Crusoe Lạc Trên Hoang Đảo của nhà văn Daniel Defoe. Robinson đã sinh sống trên hoang đảo thực hiện việc chăn nuôi, trồng trọt, chế biến thực phẩm, đóng thuyền. Theo anh (chị) Robinson có sở hữu về tư liệu sản xuất hay không?"
MLN111,32,CQ7.4,"Theo anh (chị) tại sao lại nói ở nước ta trong thời kỳ từ Đại hội IV (năm 1976) đến trước Đại hội VI (năm 1986) của Đảng, chúng ta đã mắc phải bệnh chủ quan duy ý chí, nóng vội và bệnh bảo thủ trì trệ do vi phạm các quy luật khách quan, đặc biệt là quy luật quan hệ sản xuất phù hợp với trình độ phát triển của lực lượng sản xuất?"
MLN111,33,CQ7.5,Có nhận định cho rằng Kinh tế phát triển thì chứng tỏ chính trị có sự tiến bộ nhất định; ngược lại
MLN111,33,CQ7.6,Theo lịch sử xã hội loài người là tiến trình nối tiếp nhau từ thấp đến cao của các hình thái kinh tế - xã hội: Cộng sản nguyên thuỷ -  Chiếm hữu nô lệ -  Phong kiến - Tư bản chủ nghĩa – Xã hội chủ nghĩa. Việc Việt Nam bỏ qua hình thái kinh tế - xã hội Tư bản chủ nghĩa có phải chúng ta đã quá vội vàng và hấp tấp hay không? Và anh (chị) hãy phân tích cụ thể vấn đề có liên quan.
MLN111,34,CQ8.1,Trong bài hát “Lối nhỏ” của Đen Vâu có đoạn:  “Em vào đời bằng đại lộ còn anh vào đời bằng lối nhỏ  Anh nhớ mình đã từng thổ lộ anh nhớ rằng em đã chối bỏ Anh nhớ chuyến xe buổi tối đó trên xe chỉ có một người ngồi  Anh thấy thật buồn nhưng nhẹ nhõm anh nhớ mình đã mỉm cười rồi  … Em vào đời từ cao tầng còn anh vào đời từ mái lá Thế nên những điều anh mong cầu không bao giờ là thái quá  Những thứ anh làm thường đơn giản nên không hay được đánh giá cao  Vài người thường ăn hải sản rồi lại chê bai mùi cá ao” …  Vậy theo anh (chị) có phải sự tư hữu đã tạo ra khoảng cách xã hội giữa người này với người khác hay không? Đây có phải là nguyên nhân làm cho con người quan trọng vị thế của mình trong xã hội hay không? Có phải chính từ sự xuất thân (sơ hữu về từ hữu) là điều kiện bắt nguồn sự ra đời của giai cấp xã hội?
MLN111,34,CQ8.2,"Theo anh (chị) giới tăng lữ, tu hành có phải là giai cấp không tại sao? Theo anh (chị) họ có vai trò gì trong xã hội hiện nay là gì?"
MLN111,35,CQ8.3,"Trong thời kỳ kháng chiến và bảo vệ tổ quốc, Đảng ta đứng trên lập trường của giai cấp công nhân và đã tập hợp các nguồn sức mạnh và liên mình giai cấp một cách hiệu quả. Vậy theo anh (chị) ngày nay khi đất nước đã hoà bình thì việc liên minh giai cấp có còn ý nghĩa nữa hay không? Đưa ra dẫn chứng cụ thể để làm rõ vấn đề."
MLN111,35,CQ8.4,"Dân tộc Việt Nam chịu sự đô hộ 1000 năm Bắc thuộc và đã đấu tranh chiến đấu, anh dũng từ đời này qua đời khác. Vậy theo anh (chị) tại sao dân tộc Việt Nam không bao giờ khuất phục và không bị biến thành một huyện hoặc một tỉnh của các triều đại Phương Bắc?"
MLN111,36,CQ8.5,"Theo anh (chị) đặt lợi ích quốc gia, lợi ích dân tộc lên trên hết có làm ảnh hưởng đến sự phát triển chung của nhân loại?"
MLN111,36,CQ8.6,"Anh (chị) hiểu thế nào là chủ nghĩa dân tộc cực đoạn, chủ nghĩa dân tộc cực đoạn có trực tiếp dẫn đến phân biệt chủng tộc hay không? Là người Việt Nam chúng ta cần làm gì để phát huy giá trị dân tộc Việt Nam trên thế giới?"
MLN111,37,CQ9.1,"Anh (chị) hiểu thế nào là Tam quyền phân lập, Việt Nam có đang đi theo thuyết này hay không? Tại sao?"
MLN111,37,CQ9.2,Anh (chị) hiểu thế nào là Nhà nước kiến tạo? Hiện nay Việt Nam có nhất thiết phải là nhà nước kiến tạo hay không? Những rào cản nào cần được giải quyết trong quá trình phát triển nhà nước kiến tạo?
MLN111,38,CQ9.3,"Theo anh (chị) trong thời đại ngày nay có khả năng bùng nổ những cuộc cách mạng xã hội điển hình như cách mạng tư sản ở Châu Âu XVII - XVIII, cách mạng tháng 10 Nga năm 1917 hay không ? Hãy dẫn chứng cụ thể vào điều kiện thế giới ngày nay."
MLN111,38,CQ9.4,Anh (chị) hiểu thế nào là cải cách hành chính nhà nước? Theo các em Việt Nam có đang thực hiện cải cách hành chính nhà nước hay không? Hãy dẫn chứng cụ thể về cải cách hành chính nhà nước được thực hiện như thế nào?
MLN111,38,CQ9.5,Tại sao nói Cách mạng Tháng Tám năm 1945 là một cuộc cách mạng xã hội? Anh (chị) hãy làm rõ nhận định này?
MLN111,38,CQ9.6,"Theo anh (chị) trong thời đại ngày nay có khả năng bùng nổ những cuộc cách mạng xã hội điển hình như cách mạng tư sản ở Châu Âu XVII - XVIII, cách mạng tháng 10 Nga năm 1917 hay không ? Hãy dẫn chứng cụ thể vào điều kiện thế giới ngày nay."
MLN111,46,CQ10.1,"Hãy chỉ ra những sự khác biệt giữa Generation Z và Generation Y (về mặt ý thức hệ, quan điểm, tư tưởng, lối sống…)? Từ đó, lý giải nguyên nhân dẫn đến sự khác biệt đó?"
MLN111,46,CQ10.2,"Từ mỗi quan hệ biện chứng giữa tồn tại xã hội và ý thức xã hội, hãy phân tích nguồn gốc tinh thần yêu nước của người Việt?"
MLN111,47,CQ10.3,"Giải thích nguồn gốc tâm lý sính ngoại của người Việt, từ đó, chỉ ra hệ lụy và cách khắc phục trong thời kỳ hội nhập kinh tế quốc tế của Việt Nam"
MLN111,47,CQ10.4,"Vì sao, ở Việt Nam khi phát triển kinh tế thị trường, người ta ngày càng nhiều người quên hoặc bỏ qua các yếu tố đạo đức kinh doanh? từ đó, phân tích sự tác động của kinh tế thị trường đến đạo đức kinh doanh"
MLN111,48,CQ10.5,Phong tục tết và thói quen tiêu dùng của người dân 2 miền Bắc Nam là khác nhau. Người miền Nam mua hoa mai
MLN111,48,CQ10.6,"Vì sao xã hội ngày càng phát triển, lại càng có nhiều hiện tượng mê tín dị đoan, buôn thần bán thánh xuất hiện?"
MLN111,49,CQ11.1,"Platon cho rằng: Mỗi người sinh ra đều có một bản tính khác nhau và đều nhằm làm một nghề nhất định. Ngay từ lúc mới sinh ra, một số người đã có năng lực làm chủ và đứng đầu, trái lại một số lại khác lại là những kẻ cày ruộng và làm những nghề thủ công khác nhau. Quan điểm trên đúng hay sai? Bằng kiến thức đã học về con người hãy luận giải?"
MLN111,49,CQ11.2,Nhân chi sơ tính bản thiện hay nhân chi sơ tính bản ác?
MLN111,50,CQ11.3,Làm việc để sống hay sống để làm việc?
MLN111,50,CQ12.1,"Các bạn hiểu như thế nào về câu nói sự phát triển tự do của mỗi cá nhân là điều kiện cho sự phát triển tự do của tất cả mọi người"". Từ đó"
MLN111,51,CQ12.3,Phân biệt cái tôi cá nhân và cái tôi xã hội? Làm sao để có thể kết hợp hài hòa giữa cái tôi cá nhân (lợi ích cá nhân) với cái tôi xã hội (lợi ích xã hội)?
MLN111,52,CQ12.4,Các bạn hiểu thế nào là vì lợi ích mười năm trồng cây
MLN111,52,CQ12.5,Vận dụng quan điểm của triết học Mác - Lênin về con người vào sự nghiệp giáo dục con người ở Việt Nam hiện nay
MLN122,1,CQ1.1,"Từ lịch sử phát triển của kinh tế chính trị, anh chị hãy chứng minh sự phát triển của khoa học kinh tế chính trị phản ánh sự phát triển của các nền kinh tế xã hội, cũng như sự phát triển của tư tưởng kinh tế của nhân loại?"
MLN122,2,CQ1.2,Hãy chỉ ra mối quan hệ giữa quy luật kinh tế và chính sách kinh tế? Kinh tế chính trị Mác lênin thuộc lĩnh vực nào kể trên? Vì sao?
MLN122,3,CQ1.3,"Hãy chỉ ra sự khác biệt giữa kinh tế - chính trị và các môn khoa học kinh tế cụ thể khác (kinh tế vi mô, kinh tế vĩ mô…)"
MLN122,4,CQ2.1,"Dựa vào hai thuộc tính của hàng hóa, Các bạn hãy giải thích tại sao: Khi đi mua điện thoại, máy tính vấn đề đầu tiên bạn cần quan tâm đó là gì? Từ đó bạn hãy chỉ ra những thuộc tính cơ bản của hàng hóa và chúng có mối quan hệ với nhau như thế nào?"
MLN122,4,CQ2.2,"Hai công ty A và B chuyên sản xuất quần áo may sẵn, và họ luôn cạnh tranh với nhau về giá cả, mẫu mã...Nếu bạn là giám đốc công ty A thì bạn làm gì để cạnh tranh với công ty B. Từ đây các bạn hãy chỉ ra các yếu tố ảnh hưởng đến lượng giá trị của hàng hóa. Và đâu là yếu tố quan trọng để cạnh tranh với công ty B."
MLN122,5,CQ2.3,"Để mua được một chiếc điện thoại iPhone 15 Pro Max, bạn phải bán hơn 5.5 tấn lúa (tính tại thời điểm tháng 11/2023). Theo bạn tại sao có tỷ lệ chênh lệch như vậy? Và điện thoại hay lúa có thực hiện được các chức năng cơ bản sau đây hay không? Vì sao? Là thước đo giá trị, Là phương tiện lưu thông, Là phương tiện cất trữ, là phương tiện thanh toán, là đơn vị tiền tệ thế giới."
MLN122,5,CQ2.4,"Giả sử bạn là một nhà sản xuất quần áo, bạn muốn bán quần áo của mình trên thị trường. Bạn có thể bán quần áo bằng cách trao đổi quần áo cho tiền tệ, hoặc bằng cách trao đổi quần áo cho một số dịch vụ khác có giá trị tương đương với quần áo của bạn. Theo bạn, cách nào có lợi hơn, và tại sao? Hãy dựa vào lý luận của C. Mác về dịch vụ và các quan hệ trao đổi trong trường hợp một số yếu tố khác hàng hóa thông thường ở điều kiện hiện nay để giải thích câu trả lời của bạn."
MLN122,5,CQ2.5,"Giả sử bạn có 100 triệu đồng, bạn muốn mua một chiếc xe máy. Bạn có thể mua xe máy bằng cách trao đổi 100 triệu đồng cho người bán xe máy, hoặc bằng cách trao đổi một số hàng hóa khác có giá trị tương đương với 100 triệu đồng cho người bán xe máy. Theo bạn, cách nào tiện lợi hơn, và tại sao? Hãy dựa vào lý luận của C. Mác về tiền tệ để giải thích câu trả lời của bạn."
MLN122,7,CQ3.1,"Các bạn đã từng nghe đến các cụm từ như: Thị trường tài chính"""
MLN122,7,CQ3.2,"Hãy so sánh và đối chiếu quy luật cung cầu và quy luật giá trị trong nền kinh tế thị trường. Hãy cho biết vai trò của hai quy luật này trong việc điều tiết sản xuất, lưu thông và phân bổ các nguồn lực xã hội."
MLN122,7,CQ3.3,"Là một người tiêu dùng thông minh, bạn hãy lựa chọn một loại hàng hóa hoặc dịch vụ mà bạn quan tâm nhất và phân tích quá trình sản xuất, tiêu dùng và phân phối của nó trên thị trường. Từ những ví dụ cụ thể đó, bạn hãy đưa ra những nhận xét vai trò của người sản xuất, người tiêu dùng, các chủ thể trung gian và nhà nước trong quá trình trong xã hội hiện nay."
MLN122,8,CQ3.4,"Khái niệm giá trị thặng dư"" trong lý luận kinh tế đề cập đến điều gì? Theo bạn"
MLN122,8,CQ3.5,"Trong bối cảnh kinh doanh và công nghiệp hiện đại, giá trị thặng dư có quan trọng như trước đây? Liệu có những biện pháp nào để giảm bớt bất bình đẳng và phân phối công bằng giá trị thặng dư trong xã hội?"
MLN122,10,CQ4.1,"Tích lũy tư bản có tạo ra cơ hội kinh doanh và việc làm mới, hay nó chỉ tạo ra sự tăng cường cho những người giàu có?"
MLN122,10,CQ4.2,"Trong nền kinh tế thị trường, giá trị thặng dư có thể được chuyển đổi thành các dạng tài sản khác nhau, chẳng hạn như cổ phiếu, trái phiếu, bất động sản, và tiền mặt. Liệu sự phân phối của các loại tài sản này có công bằng?"
MLN122,11,CQ4.3,"Trong nền kinh tế thị trường, giá trị thặng dư có thể được sử dụng để đầu tư và tạo ra lợi nhuận tiếp theo. Điều này có thể dẫn đến sự tăng trưởng kinh tế và phát triển. Tuy nhiên, liệu sự tăng trưởng này có bền vững và có lợi cho tất cả các tầng lớp xã hội hay chỉ tập trung vào một số người giàu có?"
